Timestamp,Asal Instansi,Jenis kelamin,Fakultas/sekolah asal,Prodi asal,Semester kuliah bagi mahasiswa aktif ketika mengikuti Program GIKnowledge Building (di semester ganjil tahun ajaran 2025/2026)?,Jenjang pendidikan asal,Dari mana kamu mengetahui informasi terkait Program GIKnowledge Building?,Apa yang membuatmu tertarik mengikuti GIKnowledge Building?
2025-07-15 12:23:20,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Komunikasi,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-19 12:48:23,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Politik dan Pemerintahan,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-12 21:38:30,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Perencanaan Wilayah dan Kota,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 22:56:11,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Matematika,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-12 10:04:48,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Mesin,Semester 5,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-15 11:04:44,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Internet,Semester 7,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-06-16 15:48:05,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengelolaan Hutan,Semester 7,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 12:58:56,Universitas Gadjah Mada,Laki-Laki,HUKUM,S1 Hukum,Semester 5,Akademik (Sarjana/S1),Email UGM,"I am eager to join GIKnowledge Building 2025 because it offers a rare opportunity to gain hands-on learning experience from leading professionals through interactive classes and mentorship. As a student who has worked as a research assistant for over a year, I believe this program will help me bridge the gap between academic knowledge and real-world applications in industry and technology.  Participating in GIKnowledge Building will allow me to better understand how strategic thinking, innovation, and cross-sector collaboration shape impactful solutions to today’s challenges. I also hope to refine my analytical and research skills in a dynamic and multidisciplinary setting, something that aligns closely with both my academic background and personal aspirations."
2025-07-20 22:05:18,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Perbankan,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-12 9:41:56,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Komunikasi,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-04 9:33:34,Universitas Gadjah Mada,Perempuan,FILSAFAT,S1 filsafat,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-20 1:50:21,Universitas Gadjah Mada,Perempuan,FILSAFAT,S1 Filsafat,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-28 10:55:09,UTY Yogyakarta,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Instrumentasi dan Kontrol,Semester 7,Vokasi (Sarjana Terapan/D4),Teman,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-06 22:44:07,Universitas Gadjah Mada,Perempuan,TEKNIK,S2 Teknik Sipil,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-18 21:40:30,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Pangan dan Hasil Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-19 22:33:24,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Mesin,Semester 5,Akademik (Sarjana/S1),Simaster,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-20 19:45:39,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Mesin,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-17 14:17:27,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Fisika,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-04 11:54:45,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknologi Informasi,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 22:03:35,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 12:14:11,UPN Yogyakartaa,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 5,Akademik (Sarjana/S1),Teman,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-03 23:07:31,Universitas Gadjah Mada,Laki-Laki,PSIKOLOGI,S1 Psikologi,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-12 18:41:32,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 5,Akademik (Sarjana/S1),Simaster UGM,Saya tertarik setelah saya melihat informasi dari beranda simaster UGM
2025-07-06 5:42:21,Universitas Gadjah Mada,Perempuan,HUKUM,S1 Hukum,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-12 18:27:58,Universitas Gadjah Mada,Laki-Laki,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-11 8:49:32,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Hubungan Internasional,Semester 9,Akademik (Sarjana/S1),"Instagram GIK UGM, Saluran GIKnowledge Building GIK di Whatsapp",sudah pernah mengikuti sebelumnya tapi tidak dari awal
2025-07-11 22:17:17,Universitas Gadjah Mada,Perempuan,PETERNAKAN,Ilmu dan Industri Peternakan,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 9:53:10,AMIKOM Yogyakarta,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Elektronika dan Instrumentasi,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-13 23:34:07,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Antropologi Budaya,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 22:25:26,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengembangan Produk Agroindustri,Semester 5,Vokasi (Sarjana Terapan/D4),Sosialisasi mahasiswa GIKnowledge Building X Vokasi Ready,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 19:08:42,Universitas Gadjah Mada,Laki-Laki,TEKNOLOGI PERTANIAN,S1 Teknologi Pangan dan Hasil Pertanian,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-04 15:50:53,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Sipil,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-27 9:39:28,Universitas Gadjah Mada,Perempuan,PERTANIAN,Magister Agronomi,N/A,Alumni UGM,Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah melihat daftar mitra GIKnowledge Building"
2025-07-16 14:46:43,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Kimia,N/A,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas",Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-06-30 14:11:47,Universitas Gadjah Mada,Perempuan,SEKOLAH PASCASARJANA,S2 Manajemen Farmasi,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-16 11:30:48,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,Ilmu Komunikasi,N/A,Alumni UGM,Instagram GIK UGM,Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024
2025-06-13 22:37:50,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Bahasa Inggris,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 13:34:53,Amikom,Perempuan,PERTANIAN,S1 Teknologi Hasil Perikanan,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-17 14:55:51,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Arsitektur,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 12:15:45,Universitas Gadjah Mada,Perempuan,FILSAFAT,Filsafat,N/A,Alumni UGM,"Instagram GIK UGM, ","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 23:58:13,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Ilmu Komputer,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman",Saya tertarik setelah mendengarkan sosialisasi
2025-07-11 21:50:01,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-07-15 23:36:31,Universitas Islam Negeri Sunan Kalijaga,Perempuan,PERTANIAN,S2 Agronomi,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-30 11:18:31,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengelolaan Arsip dan Rekaman Informasi,Semester 9,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Teman","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-23 11:53:37,Universitas Gadjah Mada,Perempuan,SEKOLAH PASCASARJANA,S2 Ketahanan Nasional - Magister Perdamaian dan Resolusi Konflik,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-07 12:31:25,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Perencanaan Wilayah dan Kota,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM",Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 23:45:20,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-12 7:07:05,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Pengembangan Produk Agroindustri,Semester 7,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 23:42:23,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Pengelolaan Hutan,Semester 5,Vokasi (Sarjana Terapan/D4),Simaster,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 22:22:12,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Bahasa Inggris,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-16 21:54:04,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 21:30:29,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Hubungan Internasional,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-12 21:07:53,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Bahasa dan Sastra Indonesia,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, UGM careers day","Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building, Saya ingin mendapatkan pengalaman dari industri secara langsung."
2025-07-15 20:28:23,Universitas Gadjah Mada,Perempuan,PERTANIAN,S1 Ekonomi Pertanian dan Agribisnis,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-06-24 11:31:47,Universitas Gadjah Mada,Perempuan,FARMASI,S1 Farmasi,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-19 22:42:03,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Teknik Pengelolaan dan Pemeliharaan Infrastruktur Sipil,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 22:50:17,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 22:57:22,UGM,Laki-Laki,BIOLOGI,S1 Biologi,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-06-14 21:34:02,UGM,Laki-Laki,PSIKOLOGI,S1 Psikologi,Semester 5,Akademik (Sarjana/S1),"Teman, Prodi/Fakultas",Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024
2025-07-16 10:59:12,UGM,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Perangkat Lunak,Semester 7,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 21:52:26,Universitas Gadjah Mada,Perempuan,GEOGRAFI,S1 Kartografi dan Penginderaan Jauh,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-19 16:51:34,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Bahasa Jepang untuk Komunikasi Bisnis dan Profesiaonal,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, whatsapp Ditmawa","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-16 23:58:56,Universitas Gadjah Mada,Laki-Laki,FARMASI,S1 Farmasi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas, ","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, "
2025-07-18 21:06:01,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 SI Teknik Pertanian,Semester 5,Akademik (Sarjana/S1),Simaster,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 22:24:53,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Statistika,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 20:28:35,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Industri,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-02 11:45:22,Universitas Gadjah Mada,Perempuan,KEHUTANAN,S1 Kehutanan,Semester 5,Akademik (Sarjana/S1),Teman,Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024
2025-06-28 15:00:01,Universitas Gadjah Mada,Laki-Laki,BIOLOGI,S2 Biologi,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-18 17:11:59,Universitas Gadjah Mada,Laki-Laki,PERTANIAN,S2 Magister Ekonomi Pertanian,N/A,Akademik (Pascasarjana/S2),"Instagram GIK UGM, Website GIK UGM, Prodi/Fakultas, IG Alumni UGM","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-27 8:14:31,Universitas Gadjah Mada,Perempuan,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Statistika,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 10:09:56,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Geofisika,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-11 20:02:41,Universitas Gadjah Mada,Laki-Laki,EKONOMIKA DAN BISNIS,S1 Ilmu Ekonomi,Semester 5,Akademik (Sarjana/S1),instagram karakter ugm dan email,"GIKnowledge Building 2025 ialah bentuk program yang saya inginkan selama ini. sebelumnya saya ingin sekali dapat mentorship langsung dengan ahlinya namun belum menemukan. setelah saya iseng klik link buku panduan pada story instagram karakter ugm, saya baca, saya langsung tertarik untuk mengikutinya karena sesuai dengan kualifikasi program yang saya inginkan dan butuhkan selama ini untuk menunjang skill saya. "
2025-07-20 22:02:35,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Statistika,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 21:14:15,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Hubungan Internasional,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-18 7:58:39,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Perbankan,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-18 14:10:58,Universitas Teknologi Yogyakarta,Laki-Laki,EKONOMIKA DAN BISNIS,S1 Management IUP,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,"Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-23 16:35:01,Universitas Gadjah Mada,Perempuan,PERTANIAN,S1 Ekonomi Pertanian dan Agribisnis,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-06 15:51:10,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Instrumentasi dan Kontrol,Semester 5,Vokasi (Sarjana Terapan/D4),"Teman, Prodi/Fakultas",Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 21:45:28,Universitas Gadjah Mada,Laki-Laki,TEKNOLOGI PERTANIAN,S1 Teknik Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-07 8:31:26,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Ilmu Komputer,Semester 5,Akademik (Sarjana/S1),Teman,Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024
2025-07-16 20:00:38,Universitas Gadjah Mada,Laki-Laki,GEOGRAFI,Kartografi dan Penginderaan Jauh,N/A,Alumni UGM,Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-20 6:44:09,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-17 14:27:49,Universitas Gadjah Mada,Laki-Laki,"KEDOKTERAN, KESEHATAN MASYARAKAT, DAN KEPERAWATAN",S1 Ilmu Keperawatan,Semester 7,Akademik (Sarjana/S1),Ditmawa,Saya tertarik setelah mendengarkan sosialisasi
2025-06-14 17:17:26,Universitas Gadjah Mada,Laki-Laki,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-03 10:29:41,Universitas Gadjah Mada,Laki-Laki,GEOGRAFI,S1 Kartografi dan Penginderaan Jauh,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Komunitas Whatsapp ","Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-28 16:57:48,Universitas Gadjah Mada,Laki-Laki,TEKNOLOGI PERTANIAN,S1 Teknologi Pangan dan Hasil Pertanian,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-15 7:56:40,Universitas Gadjah Mada,Perempuan,PETERNAKAN,S1 Ilmu dan Industri Peternakan,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-13 19:04:25,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Hubungan Internasional,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik mengikuti GIKnowledge Building setelah melihat mitra yang terlibat dalam GIKnowledge Building, khususnya Sinamas Agri dan program pembelajaran atau materi yang ditawarkan, yaitu Supply Chain, ESG, dan Keberlanjutan. Di mana hal itu sesuai dengan topik yang saya minati selama berkuliah di Ilmu Hubungan Internasional UGM."
2025-07-04 22:26:07,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Matematika,N/A,Alumni UGM,Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-13 16:37:56,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Teknologi Rekayasa Perangkat Lunak,Semester 7,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Teman","Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik akan kesempatan ini"
